Dim1,Dim2,DBSCAN_noise,Cluster,Cluster_Name,Exited,Geography,Age,Balance,NumOfProducts,IsActiveMember
-1.2561969195825529,1.341540468214173,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,38,0.0,1,1
-1.6655498293173452,1.155916550483162,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,25,0.0,2,1
1.5591359997334122,-1.346090352829819,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,36,136815.64,1,1
-0.7126967334761342,-1.1543620630651772,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,44,0.0,2,0
0.806786765972304,0.05016678494341423,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,43,141349.43,1,1
-3.2167953907262405,-0.3868784025021258,0,1,Germany-Heavy Single-Product Watchlist,0,France,29,59697.17,2,1
-0.3771898258270997,-0.9091380147677615,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,39,0.0,3,0
-0.9073744555790156,0.40797494152803215,0,2,High-Balance Germany-Heavy Passive Holders,0,France,36,85311.7,1,1
1.526018344927809,0.19379862784290347,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,41,110112.54,2,0
-0.6580075685831145,0.22406317103394985,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,42,0.0,2,1
-1.4023997356919562,-0.4519974358828682,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,29,0.0,2,1
2.599772142665437,-0.9673739760875824,0,1,Germany-Heavy Single-Product Watchlist,1,France,45,134264.04,1,0
0.1302087866843679,0.06612252115169245,0,1,Germany-Heavy Single-Product Watchlist,0,Spain,31,145260.23,1,1
-1.0098022437353136,2.168096821841054,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,33,76548.6,1,1
-0.6874712355716037,0.2263239330458225,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,36,0.0,1,1
0.16640890558781007,0.2812352393565795,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,41,70349.48,2,1
-1.1324502218941506,-1.0217721270902398,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,40,0.0,1,0
3.8248397335756987,2.844153715233026,0,2,High-Balance Germany-Heavy Passive Holders,1,France,51,122522.32,1,0
-0.08681727726314796,0.06491851750843092,0,1,Germany-Heavy Single-Product Watchlist,0,France,61,117419.35,1,1
2.0838156926740714,2.0103885061063926,0,1,Germany-Heavy Single-Product Watchlist,1,France,49,131394.56,1,0
-0.17916361627496008,0.5988695834303264,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,61,155931.11,1,1
0.3602643503664309,0.9136525405129696,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,32,109421.13,2,1
2.115944620715728,0.502913772352051,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,27,112045.67,1,1
1.333729000415026,-0.8669153567837038,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,39,137843.8,1,1
1.770808475418494,-0.6046713612784913,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,38,103391.38,1,1
1.105061637495139,0.3199916930559709,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,37,103769.22,2,0
1.8092397552371038,-0.6017936338548415,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,44,116363.37,2,0
-0.039497951229334194,-1.2948796476309405,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,36,146050.97,2,0
0.5340841275572026,0.7591940754117377,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,33,0.0,2,0
1.311763272179109,-0.27381664194397887,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,41,125561.97,1,0
1.053456996909616,-0.30027281595403277,0,1,Germany-Heavy Single-Product Watchlist,1,Germany,42,98495.72,1,0
0.438820193642839,-0.09645379980945028,0,1,Germany-Heavy Single-Product Watchlist,0,France,43,125211.92,1,1
1.7590088975061642,0.7460047485420219,0,2,High-Balance Germany-Heavy Passive Holders,0,France,45,127864.4,1,0
0.7124207343685304,-0.8015021685478634,1,1,Germany-Heavy Single-Product Watchlist,0,Germany,19,75888.2,1,0
-1.1079156703147293,1.7970490974111617,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,66,0.0,1,0
1.5429214408191971,0.6314203645691594,0,1,Germany-Heavy Single-Product Watchlist,0,France,51,40685.92,1,1
1.2501604621075713,1.7304923794044242,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,35,136857.0,1,0
0.6218640548094234,-0.28447029498324367,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,27,152328.88,2,0
-0.42823799770775606,1.7057073472968651,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,33,56084.69,2,0
-0.9623522683332368,-1.174948095547576,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,56,78707.16,1,1
1.628797428421217,-0.3049588327128554,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,26,109166.37,1,1
1.5453561875070203,-0.7787864925301213,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,36,169831.46,2,1
0.6208014206105962,-0.0627856207867753,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,34,101633.04,1,0
0.7137032627997395,1.0769990394790208,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,43,123180.01,2,1
1.0116453079263787,1.3225930102476235,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,35,150725.53,2,1
-1.0379217913204715,0.11856346345577129,0,2,High-Balance Germany-Heavy Passive Holders,0,France,21,98373.26,1,0
2.812794902636199,0.3841917288084079,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,Germany,58,133745.44,4,0
-1.1711318683723735,0.09400683186510644,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,29,0.0,1,0
0.5377996985316871,-0.2494617053160002,0,1,Germany-Heavy Single-Product Watchlist,0,Spain,37,163607.18,1,1
0.08413838713652749,1.6470360413699237,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,25,157780.84,2,1
-1.0814079700998291,-0.8769595692479489,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,36,0.0,2,1
-0.9539813589224986,1.386755299817144,0,1,Germany-Heavy Single-Product Watchlist,0,France,21,178718.19,2,0
-2.195709479181682,1.1637360636411642,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,55,0.0,2,1
-0.818965616488883,-0.37720634297886396,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,32,0.0,1,1
1.0185498766526424,1.1633193095147611,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,33,77253.22,1,1
1.5457578554645681,1.570389040668864,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,41,122189.66,2,0
0.6883946969059264,-0.09714780543604624,0,1,Germany-Heavy Single-Product Watchlist,0,France,34,96645.54,2,0
-0.27656168443569057,0.6325851965545513,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,32,0.0,1,0
-0.9760358272021135,-0.3864350279487795,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,36,0.0,2,0
-1.0576910767370233,-0.36839713068110097,0,1,Germany-Heavy Single-Product Watchlist,0,France,34,90307.62,1,1
-0.582419261257719,-0.5917975188145759,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,46,0.0,2,0
-0.4942435787997671,0.7523605487261459,1,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,75,0.0,2,1
0.6854294550289645,-0.41988816142670715,0,1,Germany-Heavy Single-Product Watchlist,1,Spain,22,121681.82,1,0
-0.6937377682275898,-0.06575222443909975,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,30,0.0,2,0
0.23902622637937887,0.37636050513140346,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,46,0.0,3,0
-0.3780466286785115,-0.9203765885878903,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,28,81623.67,2,1
-0.6147283893026663,0.1442615197148867,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,44,0.0,3,1
-0.5231764817031344,0.9926302093604366,0,2,High-Balance Germany-Heavy Passive Holders,0,France,45,118626.55,2,0
-1.4595553654896523,-1.0816364611845508,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,36,0.0,2,0
-1.1555538022543534,0.33337807844188805,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,29,0.0,2,1
-1.276417696782112,0.8351946462305617,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,42,0.0,2,1
0.21021571539838768,-0.8948652550980822,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,35,176273.95,1,1
0.9444500932010398,0.13666546279240122,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,41,102827.44,1,1
-0.6434622148929713,0.3630432246015722,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,29,97086.4,2,1
-1.4633959899786468,0.649789724641724,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,22,0.0,2,0
0.2979611554410217,-0.37564060912323965,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,34,0.0,2,0
0.43089350996216225,-0.04281551177212961,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,40,0.0,1,1
-1.1267543767322141,-0.2836487950972318,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,44,0.0,2,0
0.698365263124445,0.3140267462879778,0,2,High-Balance Germany-Heavy Passive Holders,0,France,31,82674.15,1,0
-0.23977533842517723,-0.6557923179957212,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,36,0.0,2,0
-1.942034741650799,-0.7370636949738343,1,1,Germany-Heavy Single-Product Watchlist,1,Spain,65,0.0,1,1
-0.6775990467874728,-0.25573172391440513,0,1,Germany-Heavy Single-Product Watchlist,1,Spain,46,107073.27,2,1
0.09898015541729899,0.22790564317645956,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,32,88938.62,1,1
0.40701760096629924,-1.1525797029446965,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,36,99806.85,1,1
1.146468832697595,-0.02918368210659894,0,1,Germany-Heavy Single-Product Watchlist,0,Spain,33,150092.8,1,0
2.3214866552436826,-0.9425630003781109,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,35,92833.89,1,0
0.22100625409605457,-0.28188889544620466,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,30,90536.81,1,1
0.568539582889832,0.40601974019042103,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,39,108055.1,2,0
0.7944295196768166,0.29290404960825533,0,1,Germany-Heavy Single-Product Watchlist,0,France,42,100238.35,1,0
-0.40290690407549234,-0.9568016958761799,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,36,106190.55,1,1
1.2949868162567304,-0.3733360210948442,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,28,154475.54,2,1
0.8375875459985584,-0.6775695468676561,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,30,132351.29,2,1
2.9364283495679233,-2.319338006748898,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,37,167864.4,1,0
-2.270001415493435,-0.5066379862336338,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,41,0.0,2,0
0.5077103591142469,-0.5382249114554248,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,31,107818.63,1,0
1.7820603420600873,-0.06420061918138488,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,34,185173.81,2,0
-0.2011506658384707,-1.1960362925157833,0,2,High-Balance Germany-Heavy Passive Holders,0,France,34,129433.34,2,0
0.662355916292961,-0.3579746775935626,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,39,120193.42,1,0
0.008053876867161303,0.016865306058337803,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,39,0.0,2,0
2.0202253624914874,-0.46572772157916636,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,48,126384.42,1,1
-0.2404392147406333,-0.4064655120038343,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,28,0.0,1,0
2.185465531451824,-0.6218145122312082,0,2,High-Balance Germany-Heavy Passive Holders,1,France,42,152603.45,1,0
0.3106692423395131,0.07414709010453271,0,1,Germany-Heavy Single-Product Watchlist,1,France,52,0.0,1,1
0.9103022565420009,-1.2928822671415154,0,1,Germany-Heavy Single-Product Watchlist,1,Germany,56,148507.24,1,0
-1.224038674988122,-1.210542756094957,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,41,0.0,2,0
0.3371043226443807,-0.36943735681315004,0,2,High-Balance Germany-Heavy Passive Holders,0,France,24,101827.07,1,0
-0.4823117219792335,0.5491672533399123,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,34,0.0,2,1
1.1119760115682038,-0.1302449699514105,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,33,130862.43,1,1
-0.3645461949575068,-0.7196859145924126,0,2,High-Balance Germany-Heavy Passive Holders,0,France,38,122570.87,1,1
-1.560194505428392,0.5695701425476988,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,25,0.0,2,1
2.0709943179314605,-0.05106702144379932,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,39,124828.46,2,1
0.5511072750553345,1.0766836391641008,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,50,144895.05,2,1
-0.09656369085210936,2.05129635111034,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,34,63663.93,1,1
0.13087504447492096,-0.21016280886005242,0,1,Germany-Heavy Single-Product Watchlist,0,France,40,133463.1,1,1
1.5617144913153143,-0.2533888732131442,0,1,Germany-Heavy Single-Product Watchlist,1,Spain,48,213146.2,1,0
-0.4240970830558129,-0.09571991074848668,1,1,Germany-Heavy Single-Product Watchlist,1,Spain,35,129490.36,2,1
2.030750647747588,-1.4110820463300278,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,44,137452.09,1,0
-1.2118034372892499,0.9470619167962385,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,34,0.0,2,1
0.3220120170286313,0.831470858595307,0,2,High-Balance Germany-Heavy Passive Holders,0,France,43,125851.93,1,1
-0.3789737609003149,-1.7569435929654338,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,52,0.0,1,0
-0.33169198118099197,0.06720695017359035,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,31,40915.55,1,0
-0.368389190575427,0.9256469577729858,1,1,Germany-Heavy Single-Product Watchlist,0,Spain,21,113157.22,1,1
-1.1260022293462186,-0.40686162564397244,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,29,138296.94,2,0
0.6504140283569833,1.5058614081785446,0,1,Germany-Heavy Single-Product Watchlist,0,France,37,106967.18,1,0
0.21680172979976345,0.41920772302884923,0,2,High-Balance Germany-Heavy Passive Holders,0,France,44,120681.63,1,0
-1.002600717903558,1.6500797044126903,1,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,32,0.0,2,1
-1.3100866403809541,-0.07013480058722224,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,32,0.0,2,0
-0.13294007710203493,-0.26069175747981554,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,48,0.0,1,0
-1.090972154306255,-0.4473640582833276,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,42,0.0,2,0
-0.6140978527485941,-1.3086449383942378,0,1,Germany-Heavy Single-Product Watchlist,0,France,37,127609.59,1,0
-0.37490977379104323,0.558426721699885,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,43,0.0,2,1
-0.46443209923366296,0.221684704150254,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,57,0.0,1,0
-0.5143575829718837,1.2964461247257995,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,33,0.0,2,0
-1.4019389466888563,0.4195391759960476,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,28,0.0,2,1
-0.814495338309525,1.8259385949933813,1,2,High-Balance Germany-Heavy Passive Holders,0,France,73,97259.25,1,1
2.4777660431195403,0.25825130831869014,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,33,123246.7,1,0
0.08636216682553945,-0.561109676424604,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,22,101060.25,1,1
-1.4135033387948228,-0.6507435314590284,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,30,0.0,2,0
-1.1431231280806646,-0.7813522574400538,0,2,High-Balance Germany-Heavy Passive Holders,0,France,49,108007.36,1,0
-0.7422571382180704,-0.6067552978138537,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,36,0.0,2,1
-1.0797579403481725,0.6627244242725503,0,1,Germany-Heavy Single-Product Watchlist,1,Spain,29,133702.89,1,0
0.35110008413676486,-0.44353418962060176,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,31,125189.75,2,1
1.4686555939728723,0.252298833429204,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,24,113034.22,1,0
-0.2021311010790532,-0.5241852891061273,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,41,109013.23,1,0
-0.6677156890550231,-0.4425992999690107,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,39,0.0,2,0
-0.13609949207881833,0.33929874186494613,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,24,57929.81,2,0
-0.34399695706015315,1.668090766109137,0,1,Germany-Heavy Single-Product Watchlist,0,France,29,130114.39,1,0
0.9887299696912566,0.0476343512472881,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,27,95826.49,2,0
2.0164020492616745,-0.416469980014827,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,44,129608.57,1,0
-0.10590916442527552,-0.307616139082441,0,1,Germany-Heavy Single-Product Watchlist,0,France,30,169462.09,1,0
-1.3879041312536842,0.13986696452100764,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,40,0.0,2,1
-0.7472752743486497,1.8604253019381636,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,35,133868.21,1,1
-1.6185636138452595,-0.15450418708998084,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,30,0.0,2,1
0.900131788561978,-1.2284113450868104,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,36,190479.48,2,0
-0.6005081958417913,0.5485535509379112,0,2,High-Balance Germany-Heavy Passive Holders,0,Spain,40,101993.12,1,1
1.396392778321899,0.7083011526548534,0,1,Germany-Heavy Single-Product Watchlist,1,Germany,55,161608.81,1,0
1.082710189093881,0.3524433585722533,1,1,Germany-Heavy Single-Product Watchlist,0,Spain,45,122311.21,1,1
-1.6128280694723258,-0.9052167941795545,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,65,0.0,2,1
2.674239278371116,0.6682093599510249,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,45,162150.42,2,0
-0.8267338978361416,-0.8231763948234487,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,42,0.0,2,1
-1.396705656954317,1.925781236157471,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,50,0.0,1,1
-2.353984558597818,0.2621088407867606,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,32,0.0,2,0
0.13332459117266712,0.27704078972261403,0,1,Germany-Heavy Single-Product Watchlist,0,France,39,99010.67,1,0
-0.45421293368211707,0.5396113649619725,0,1,Germany-Heavy Single-Product Watchlist,0,Spain,37,0.0,1,1
-1.0236794987924895,0.47373152450925976,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,30,0.0,2,1
0.21016863115135112,-0.3027603290076518,0,2,High-Balance Germany-Heavy Passive Holders,0,Germany,34,111388.18,2,0
-1.4781848827045612,0.7105740569735073,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,41,56214.85,2,0
-0.37260978243706133,-0.7193357346391929,0,1,Germany-Heavy Single-Product Watchlist,0,France,36,84327.77,2,0
0.15988911907413217,-0.8596238888060306,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,40,0.0,2,0
-0.03716894905715418,0.01996218720696935,0,2,High-Balance Germany-Heavy Passive Holders,0,France,32,93012.89,1,0
0.30346901145158256,-0.6047469853777301,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,29,61710.44,2,0
0.5725041831140055,-0.1324562137345666,0,1,Germany-Heavy Single-Product Watchlist,0,France,35,174790.15,1,1
-0.813841216795901,0.3210729560564717,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,32,0.0,2,1
1.836088605325701,-0.4718723253758369,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,37,107720.64,1,1
0.972593727406992,-0.7070721073351496,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,57,0.0,2,1
0.2626523299120787,0.8977037503333879,0,2,High-Balance Germany-Heavy Passive Holders,0,France,35,96423.84,1,0
0.13005553177878854,0.283958446175849,0,1,Germany-Heavy Single-Product Watchlist,0,Spain,30,141040.01,1,1
-0.24313233954745211,0.6775676160371576,0,1,Germany-Heavy Single-Product Watchlist,0,France,42,105420.18,1,1
-1.364381707064352,0.622507766403749,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,Spain,50,0.0,1,1
-0.13691758288360623,-0.35582409818523025,0,1,Germany-Heavy Single-Product Watchlist,1,France,38,129022.06,2,1
0.9063473532698989,0.006548368633302826,0,1,Germany-Heavy Single-Product Watchlist,0,Spain,33,176666.62,1,0
0.4956785368936741,-0.7548286004253807,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,37,0.0,1,1
0.37361617461063246,-0.8233082031123662,0,1,Germany-Heavy Single-Product Watchlist,1,Spain,41,89763.84,1,0
0.6116236355399286,0.8289210640680037,0,2,High-Balance Germany-Heavy Passive Holders,0,France,34,134954.53,1,1
0.7807786845573695,0.06384902677887301,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,45,0.0,1,0
2.02989755640829,-0.22882298752864838,0,1,Germany-Heavy Single-Product Watchlist,0,France,45,106376.85,1,1
1.1334768632906709,0.22355687943025748,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,33,161814.64,2,0
-0.7756820715164333,-0.3736012573553499,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,31,0.0,2,1
-1.5353430332235205,0.18794622790823734,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,41,0.0,2,0
-0.468663205904006,1.2143059096127775,0,1,Germany-Heavy Single-Product Watchlist,0,France,34,63095.01,1,1
1.6252246601241984,-0.16707555652485032,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,26,118287.01,2,0
2.0209901130152037,-1.7148717814061507,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,47,106854.21,1,1
-1.4858602749985783,0.017121159447381504,0,2,High-Balance Germany-Heavy Passive Holders,0,France,46,49512.55,1,0
-0.7649166419002369,0.7076625940917813,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,33,0.0,2,0
-0.043877614030177814,-0.1351039755054547,0,1,Germany-Heavy Single-Product Watchlist,1,France,43,105799.32,2,0
-1.282264812214108,-0.021065760019659097,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,54,0.0,1,1
-0.6124774750301145,-0.33430681499751635,0,2,High-Balance Germany-Heavy Passive Holders,0,France,31,114722.05,2,1
-2.3021044264124466,0.46039491536666644,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,Spain,30,0.0,1,1
-1.5266505238750998,0.06735925011962357,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,42,0.0,2,1
-0.0023284317073236638,0.5306393011492756,0,0,Low-Balance France/Spain Multi-Product Loyalists,1,France,33,0.0,1,0
2.9605402720001393,-0.1834459197753699,0,2,High-Balance Germany-Heavy Passive Holders,1,Germany,45,99564.22,1,1
-0.2067313688497595,0.10498070092617623,0,1,Germany-Heavy Single-Product Watchlist,0,France,37,170557.91,2,0
-1.873768644274906,-0.4705218121403564,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,30,0.0,2,1
1.5670924395951664,0.9344909877907983,1,0,Low-Balance France/Spain Multi-Product Loyalists,1,Germany,39,74596.15,3,1
1.880111205936291,-0.5153043154407608,0,1,Germany-Heavy Single-Product Watchlist,1,Germany,50,96888.39,1,0
1.610865868907353,-0.5062448253401455,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,29,130830.22,1,0
-2.3202622377032562,0.7197888765926784,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,72,0.0,2,1
-0.30723930665877075,-0.2754097227565602,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,40,0.0,2,0
-1.232655907004238,-0.008131223942341753,0,0,Low-Balance France/Spain Multi-Product Loyalists,0,France,37,0.0,2,1
0.23438798357854873,0.38144543106802725,0,1,Germany-Heavy Single-Product Watchlist,0,Germany,20,119714.25,2,1
