CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class
846,France,Female,38,5,0.0,1,1,1,187616.16,0,0,0,0,0,0,-0.544831400635909,10.505172842358517,0,0,1.1892830702537478,0,0,Neither,2.0224966643585907,0,0,0,Normal — Not Flagged
577,France,Male,25,3,0.0,2,0,1,124508.29,0,0,0,0,0,0,-0.4600825038492929,4.892406382195533,0,0,1.015196834363714,0,0,Neither,1.3274936190253817,0,0,0,Normal — Not Flagged
756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0,0,0,0,0,0,-0.47783645567692895,5.200496200893977,0,0,0.9870400957925278,0,0,Neither,1.2163903409521621,0,0,0,Normal — Not Flagged
571,France,Male,44,9,0.0,2,0,0,38433.35,0,0,0,0,0,0,-0.4815370565123478,6.157859861523133,0,0,1.0262402917698323,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0,0,0,0,0,0,-0.44790847531992667,2.753166479042389,0,0,1.004304569289486,0,0,Neither,1.0395750259469725,0,0,0,Normal — Not Flagged
411,France,Male,29,0,59697.17,2,1,1,53483.21,0,0,0,0,0,1,-0.5892773892866653,11.832044799700899,0,1,1.3936879584350772,0,1,Multivariate only,2.4783507699232223,0,1,2,B: Rare Valid — Statistically Unusual Pattern
591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,0,0,0,0,0,-0.5270870227752597,9.95664031010042,0,0,0.993887359883751,0,0,Neither,2.52705661927622,0,1,1,C: Risk Signal — Density Outlier + Churned
533,France,Male,36,7,85311.7,1,0,1,156731.91,0,0,0,0,0,0,-0.4660690498704278,3.9697667537415766,0,0,1.0423798019710129,0,0,Neither,1.2160441331821163,0,0,0,Normal — Not Flagged
553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,0,0,0,0,0,-0.47461219981893416,5.2758015244330485,0,0,1.0104194047327892,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,0,0,0,0,0,-0.46964379501308734,5.3682587216479725,0,0,1.0373378152370754,0,0,Neither,1.350552217425021,0,0,0,Normal — Not Flagged
722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,0,0,0,0,0,-0.4685767631894914,5.429363898407933,0,0,0.9890382183250631,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
475,France,Female,45,0,134264.04,1,1,0,27822.99,1,0,0,0,0,1,-0.5671504767485455,9.528115290257437,0,0,1.1504046615188508,0,1,Multivariate only,1.8161571244196912,1,0,1,C: Risk Signal — High-Balance Pre-Churn
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,0,0,0,0,0,-0.4900925918052768,5.6603793930989985,0,0,1.0326144462097093,0,0,Neither,1.6609554887548013,0,0,0,Normal — Not Flagged
804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,0,0,0,0,0,-0.48809076059074086,4.511064740759573,0,0,1.097204030429872,0,0,Neither,1.5879320844968983,0,0,0,Normal — Not Flagged
850,France,Male,36,7,0.0,1,1,1,40812.9,0,0,0,0,0,0,-0.5308525908126549,9.836306683349168,0,0,1.0507883234685367,0,0,Neither,2.063883767202561,0,0,0,Normal — Not Flagged
582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,0,0,0,0,0,-0.4653820086563325,3.75356088216402,0,0,1.0623266789926655,0,0,Neither,1.3560603601273575,0,0,0,Normal — Not Flagged
472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0,0,0,0,0,-0.5030124719673268,7.506544482861345,0,0,1.0295608265229066,0,0,Neither,1.8471974515526692,0,0,0,Normal — Not Flagged
465,France,Female,51,8,122522.32,1,0,0,181297.65,1,0,0,0,0,0,-0.5165434645860352,9.882709806002865,0,0,1.0834458020677409,0,0,Neither,1.919624881529618,0,0,0,Normal — Not Flagged
556,France,Female,61,2,117419.35,1,1,1,94153.83,0,0,0,0,0,0,-0.5088878052976555,9.304558184849855,0,0,0.9994162944004004,0,0,Neither,2.105235646221479,0,0,0,Normal — Not Flagged
834,France,Female,49,2,131394.56,1,0,0,194365.76,1,0,0,0,0,0,-0.5552602724223263,10.145974976030054,0,0,1.1510789210392172,0,0,Neither,1.8983353558266787,1,0,0,Normal — Not Flagged
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0,0,0,0,0,-0.5021233241992781,9.392688020881556,0,0,1.0280412436465998,0,0,Neither,2.105235646221479,0,0,0,Normal — Not Flagged
776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0,0,0,0,0,-0.4683561437782588,4.132292629787516,0,0,0.9769334963513426,0,0,Neither,1.2982223645891036,0,0,0,Normal — Not Flagged
829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,0,0,0,0,0,-0.5160623987231775,8.156175184769278,0,0,1.060475732855419,0,0,Neither,1.8466014772717152,0,0,0,Normal — Not Flagged
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,0,0,0,0,0,-0.4483445682968887,3.436747062131307,0,0,0.98942425644222,0,0,Neither,1.378685672134612,1,0,0,Normal — Not Flagged
550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,0,0,0,0,0,-0.45438260994476876,3.058119058561753,0,0,0.9879711059858414,0,0,Neither,1.0417596792253108,0,0,0,Normal — Not Flagged
776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0,0,0,0,0,-0.5051559504880743,7.127631155502009,0,0,1.0123327323038893,0,0,Neither,1.6347204885477364,0,0,0,Normal — Not Flagged
698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0,0,0,0,0,-0.5141223202854934,8.921306662828714,0,0,1.0722222535610448,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,0,0,0,0,0,-0.4547054794561457,4.122533016486242,0,0,1.0159459632061711,0,0,Neither,1.1149271191851775,0,0,0,Normal — Not Flagged
788,France,Female,33,5,0.0,2,0,0,116978.19,0,0,0,0,0,0,-0.46077296800015394,4.0942450577325245,0,0,1.0093367707565961,0,0,Neither,1.4223836731210155,0,0,0,Normal — Not Flagged
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,0,0,0,0,0,-0.44718020022394794,3.5364941320845857,0,0,0.9679530014208659,0,0,Neither,1.1120387734559636,0,0,0,Normal — Not Flagged
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,0,0,0,0,0,-0.4671219470724184,4.20845262987442,0,0,0.9968615368005628,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
619,France,Male,43,1,125211.92,1,1,1,113410.49,0,0,0,0,0,0,-0.45694391993073935,3.3835292171245377,0,0,1.007483658723412,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
656,France,Male,45,5,127864.4,1,1,0,87107.57,0,0,0,0,0,0,-0.4307266198481489,1.7084492170084307,0,0,1.008271787783247,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,0,0,0,0,0,-0.5435129883112924,10.591628828285652,0,1,1.2528449407636892,0,1,Multivariate only,1.8996151632331917,0,0,0,Normal — Not Flagged
511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,1,1,0,0,1,-0.6062728708135356,18.11864138647189,0,1,1.2172974833160604,1,1,Both families,2.5820035997279875,0,1,3,C: Risk Signal — Disengaged Single-Product Churn
614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0,0,0,0,0,-0.49242853354398436,4.849808668663055,0,0,1.1075827802894906,0,0,Neither,1.1516997392084622,0,0,0,Normal — Not Flagged
742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,0,0,0,0,0,-0.4392495846590838,2.4936337023383275,0,0,1.0058744430726985,0,0,Neither,0.9675743614357466,0,0,0,Normal — Not Flagged
687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,0,0,0,0,0,-0.49960084741066946,7.319368303416398,0,0,1.0209941443740431,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0,0,0,0,0,-0.49977984348219273,6.039063592182973,0,0,1.1276194918056108,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0,0,0,0,0,-0.47786427347109117,6.138052746703442,0,0,1.0398538194163816,0,0,Neither,1.6284676927149706,0,0,0,Normal — Not Flagged
603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,0,0,0,0,0,-0.4554216199892788,3.371874226475443,0,0,1.1241292446139781,0,0,Neither,1.23214002832408,0,0,0,Normal — Not Flagged
751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,0,0,0,0,0,-0.512613680987714,7.856680557803445,0,0,1.0979654206067864,0,0,Neither,1.496059620393335,0,0,0,Normal — Not Flagged
581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0,0,0,0,0,-0.45520838073665515,3.6396218626591645,0,0,1.0149771182884635,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0,0,0,0,0,-0.5290607002704486,9.438629959570594,0,0,1.0631574643956303,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,0,0,0,0,0,-0.4480980414576077,3.887345287742033,0,0,0.9946011831962357,0,0,Neither,1.1898468010272087,0,0,0,Normal — Not Flagged
675,France,Female,21,8,98373.26,1,1,0,18203.0,0,0,0,0,0,0,-0.5111043307178099,8.133302278694647,0,0,1.1094380751019683,0,0,Neither,1.7089079818305883,0,0,0,Normal — Not Flagged
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,0,0,0,0,1,-0.6294877679432308,42.996591376176376,1,0,1.1396773775091218,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — High-Balance Pre-Churn
813,France,Male,29,6,0.0,1,1,0,33953.87,0,0,0,0,0,0,-0.5238186301012145,9.347783727100131,0,0,1.0938470171122394,0,0,Neither,1.6810530658958325,0,0,0,Normal — Not Flagged
657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,0,0,0,0,0,-0.5236716730366107,6.084646000275372,0,0,1.0669980593986979,0,0,Neither,1.7333154938995745,0,0,0,Normal — Not Flagged
604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,0,0,0,0,0,-0.49665528154886923,6.890467900224255,0,0,1.0870820153480714,0,0,Neither,1.3274936190253817,0,0,0,Normal — Not Flagged
519,France,Male,36,9,0.0,2,0,1,145562.4,0,0,0,0,0,0,-0.4902911844715466,6.173853564578354,0,0,1.0633068905525709,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
735,France,Female,21,1,178718.19,2,1,0,22388.0,0,0,0,0,0,1,-0.5770893077026252,13.452160548675966,0,1,1.317649742783788,0,1,Multivariate only,1.7089079818305883,0,0,1,B: Rare Valid — Young High-Balance Customer
664,France,Male,55,8,0.0,2,1,1,139161.64,0,0,0,0,0,0,-0.4827633225492557,7.670758634120491,0,0,1.0174266955062865,0,0,Neither,1.533114102013669,0,0,0,Normal — Not Flagged
678,France,Female,32,9,0.0,1,1,1,148210.64,0,0,0,0,0,0,-0.49177760590436026,7.026119985553742,0,0,0.9950854565670207,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0,0,0,0,0,-0.4906320542169107,5.392622805456719,0,0,1.1077945969499827,0,0,Neither,1.637163817045588,0,0,0,Normal — Not Flagged
416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,0,0,0,0,0,-0.5515130678633519,11.767389742848236,0,1,1.2186911634579543,0,1,Multivariate only,2.426616891368259,0,0,0,Normal — Not Flagged
665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0,0,0,0,0,-0.47055205153101304,5.1145958015135085,0,0,0.9998158554359484,0,0,Neither,1.3875375865624426,0,0,0,Normal — Not Flagged
777,France,Female,32,2,0.0,1,1,0,136458.19,1,0,0,0,0,0,-0.5039443267519136,7.744034572014441,0,0,1.0115473632884961,0,0,Neither,1.308569140300096,0,0,0,Normal — Not Flagged
543,France,Female,36,3,0.0,2,0,0,26019.59,0,0,0,0,0,0,-0.46771966260912895,5.206511602004774,0,0,0.9983790860259552,0,0,Neither,1.2880145876351567,0,0,0,Normal — Not Flagged
506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0,0,0,0,0,-0.47180246697460737,4.635602392892141,0,0,1.044377303296057,0,0,Neither,1.4954070773789185,0,0,0,Normal — Not Flagged
493,France,Female,46,4,0.0,2,1,0,1907.66,0,0,0,0,0,0,-0.5352014424773626,8.52338631194018,0,0,1.1931978301242354,0,0,Neither,1.7072969569127634,0,0,0,Normal — Not Flagged
652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,1,1,1,1,1,-0.5789697192563489,23.760718802644817,1,1,1.214437855561762,1,1,Both families,3.440185916039703,0,0,3,B: Rare Valid — Statistically Unusual Pattern
750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0,0,0,0,0,-0.4900248293185117,6.3969353371715965,0,0,1.0725862999054407,0,0,Neither,1.6135543911292867,0,0,0,Normal — Not Flagged
729,France,Male,30,9,0.0,2,1,0,151869.35,0,0,0,0,0,0,-0.4699714870764432,5.638026202218131,0,0,0.9892420832192663,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
646,France,Female,46,4,0.0,3,1,0,93251.42,1,0,0,0,0,0,-0.5243811906130905,10.029149331014537,0,0,0.9505101755238872,0,0,Neither,2.52705661927622,0,0,0,Normal — Not Flagged
635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0,0,0,0,0,-0.45854378147291786,3.661726172438829,0,0,1.0046839476986855,0,0,Neither,1.0414328469214764,0,0,0,Normal — Not Flagged
647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0,0,0,0,0,-0.5275931349374017,11.035077896226502,0,0,1.014142168052658,0,0,Neither,2.52705661927622,0,1,1,C: Risk Signal — Density Outlier + Churned
808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0,0,0,0,0,-0.5000300747837323,6.8776641643144165,0,0,1.0102509306899576,0,0,Neither,1.629319187340869,0,0,0,Normal — Not Flagged
524,France,Female,36,10,0.0,2,1,0,109614.57,0,0,0,0,0,0,-0.5069398600207128,6.4980884432087604,0,0,1.1123455246712368,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
769,France,Male,29,8,0.0,2,1,1,172290.61,0,0,0,0,0,0,-0.4866755585319608,6.609560367528385,0,0,0.997796933577949,0,0,Neither,1.2554922914181668,0,0,0,Normal — Not Flagged
730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0,0,0,0,0,-0.43216910498397576,3.027575734376912,0,0,1.0363604838447273,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,0,0,0,0,0,-0.5291255094363738,8.133567634072865,0,1,1.2351607614954585,0,1,Multivariate only,1.7244635794717436,0,0,0,Normal — Not Flagged
773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,0,0,0,0,0,-0.4618276232780899,4.972798676046133,0,0,1.0011743999886287,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0,0,0,0,0,-0.5331444578765804,8.891057860162759,0,0,1.1868321199275673,0,0,Neither,1.691399841606825,0,0,0,Normal — Not Flagged
710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0,0,0,0,0,-0.4799689801902366,5.928392472669088,0,0,1.0643268545543214,0,0,Neither,1.6135543911292867,0,0,0,Normal — Not Flagged
413,France,Male,34,9,0.0,2,0,0,6534.18,0,0,0,0,0,0,-0.5577751071348236,12.589335469140403,0,1,1.3582262369520084,0,1,Multivariate only,2.4576572185012373,0,0,0,Normal — Not Flagged
665,France,Female,40,6,0.0,1,1,1,161848.03,0,0,0,0,0,0,-0.46333283326357483,5.1778075243902215,0,0,0.9792451553231638,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
623,France,Female,44,6,0.0,2,0,0,167162.43,0,0,0,0,0,0,-0.449556007102737,4.064055664733575,0,0,1.0395346394956786,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
738,France,Male,31,9,82674.15,1,1,0,41970.72,0,0,0,0,0,0,-0.4766408569387145,5.523702283432333,0,0,1.049922326604576,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0,0,0,0,0,-0.4567055822470341,4.353989935745053,0,0,0.9937147011731678,0,0,Neither,1.2677780117370796,0,0,0,Normal — Not Flagged
670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,1,1,0,0,1,-0.5666496703970539,16.748668809005572,0,0,1.1721518323397173,1,1,Both families,2.4866500090266856,0,0,2,B: Rare Valid — Statistically Unusual Pattern
622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,0,0,0,0,0,-0.46444746245130647,4.555465196867085,0,0,1.035101228017687,0,0,Neither,1.2016781988241692,0,0,0,Normal — Not Flagged
582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,0,0,0,0,0,-0.5062088941326074,6.330518894298532,0,0,1.0491501345688035,0,0,Neither,1.5656310282294663,0,0,0,Normal — Not Flagged
785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,0,0,0,0,0,-0.47990742344093484,5.241873450372657,0,0,1.0081125549696428,0,0,Neither,1.3913433459880375,0,0,0,Normal — Not Flagged
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,0,0,0,0,0,-0.4464454659651233,2.5873648428513905,0,0,1.0250161263769704,0,0,Neither,1.1797059684586013,0,0,0,Normal — Not Flagged
479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0,0,0,0,0,-0.4970232260181848,6.178307380696544,0,0,1.024871059230349,0,0,Neither,1.7747700215757207,0,0,0,Normal — Not Flagged
685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,0,0,0,0,0,-0.445113327069888,2.8982702551193547,0,0,1.0111901579413645,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,0,0,0,0,0,-0.47234355319468685,5.476572044013113,0,0,0.9983866409996758,0,0,Neither,1.2669448570751147,0,0,0,Normal — Not Flagged
562,France,Male,42,2,100238.35,1,0,0,86797.41,0,0,0,0,0,0,-0.4551650712306591,2.948192259013963,0,0,1.021495349789825,0,0,Neither,1.0417596792253108,0,0,0,Normal — Not Flagged
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0,0,0,0,0,-0.46103089561872956,4.842059923416594,0,0,0.9972096980659548,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,0,0,0,0,0,-0.5005423919532217,7.409754060123035,0,0,1.079911300311983,0,0,Neither,1.378685672134612,1,0,0,Normal — Not Flagged
628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0,0,0,0,0,-0.4573757488988026,5.649405595890832,0,0,0.9829911031213312,0,0,Neither,1.378685672134612,0,0,0,Normal — Not Flagged
668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,0,0,0,0,0,-0.46429308252926954,2.6106041461450724,0,0,1.062629182878731,0,0,Neither,1.4645333357025436,0,0,0,Normal — Not Flagged
506,France,Female,41,1,0.0,2,1,0,31766.3,0,0,0,0,0,0,-0.5103830050484429,7.619793219673251,0,0,1.074761835950704,0,0,Neither,1.4954070773789185,0,0,0,Normal — Not Flagged
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0,0,0,0,0,-0.502360582748343,7.48285078002778,0,0,1.0319568581307057,0,0,Neither,1.7325557018962958,0,0,0,Normal — Not Flagged
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0,0,0,0,0,-0.4909449760979448,6.707890655981671,0,0,1.089537667158194,0,0,Neither,1.74195313351737,0,0,0,Normal — Not Flagged
828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0,0,0,0,0,-0.5123123826581409,8.415716738973353,0,0,1.089162857692944,0,0,Neither,1.8362547015607225,0,0,0,Normal — Not Flagged
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0,0,0,0,0,-0.4271162924660973,1.2203217299242388,0,0,0.9760465512148311,0,0,Neither,0.9115834940401767,0,0,0,Normal — Not Flagged
656,France,Female,39,6,0.0,2,1,0,141069.88,0,0,0,0,0,0,-0.4309468329027376,2.484385880363538,0,0,0.9881011152008756,0,0,Neither,1.2258476714090278,0,0,0,Normal — Not Flagged
684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0,0,0,0,0,-0.5232235083086771,8.398259717501729,0,0,1.0508649879817749,0,0,Neither,1.7244635794717436,0,0,0,Normal — Not Flagged
625,France,Female,28,3,0.0,1,0,0,183646.41,0,0,0,0,0,0,-0.49723927952059144,8.005883460161341,0,0,1.0594339672482405,0,0,Neither,1.4529583063345444,0,0,0,Normal — Not Flagged
432,France,Male,42,9,152603.45,1,1,0,110265.24,1,0,0,0,0,0,-0.529566411480092,9.131269940948721,0,0,1.1711875963408607,0,0,Neither,2.2610684799923764,1,0,0,Normal — Not Flagged
549,France,Female,52,1,0.0,1,0,1,8636.05,1,0,0,0,0,0,-0.5581182493423217,11.359454437456431,0,0,1.148781109021381,0,0,Neither,1.5902969780382497,0,1,1,C: Risk Signal — Density Outlier + Churned
625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,0,0,0,0,0,-0.5399619594587679,9.217291251807126,0,0,1.0467733720949475,0,0,Neither,1.7333154938995745,1,0,0,Normal — Not Flagged
