CustomerId,Age,CreditScore,Balance,EstimatedSalary,Tenure,NumOfProducts,Geography,Gender,IsActiveMember,HasCrCard,Exited,IQR_flagged,Zscore_flagged,ISO_flagged,DBSCAN_outlier,ISO_score,flag_sum,consensus_anomaly,KMeans_Cluster
15783019,62,794,123681.32,173586.63,9,3,France,Female,0,1,1,0,0,1,1,-0.06489863757333059,2,1,3
15603554,45,513,164649.52,49915.52,0,3,France,Female,0,1,1,0,0,1,0,-0.06347829561596696,1,0,0
15767474,57,481,0.0,169719.35,9,3,France,Female,1,1,1,0,0,1,1,-0.06339541101539947,2,1,3
15651103,69,762,183744.98,196993.69,9,1,Spain,Female,1,1,0,0,0,1,0,-0.06336830932597814,1,0,3
15679770,61,611,131583.59,66238.23,3,4,France,Female,1,0,1,0,1,1,1,-0.06249251384071364,2,1,3
15715638,77,824,27517.15,2746.41,3,2,Germany,Male,1,0,0,0,1,1,1,-0.06188713982062366,2,1,3
15656148,29,376,115046.74,119346.88,4,4,Germany,Female,0,1,1,1,1,1,1,-0.06182312634430298,3,1,1
15610383,46,628,46870.43,31272.14,1,4,France,Female,0,1,1,0,1,1,0,-0.06142786901934982,1,0,0
15813303,88,513,0.0,52952.24,10,2,Spain,Male,1,1,0,0,1,1,1,-0.06136639869047733,2,1,3
15681007,35,850,128548.49,75478.95,2,4,France,Female,0,1,1,0,1,1,1,-0.06098866009308357,2,1,0
15800554,81,850,0.0,59568.24,1,2,France,Female,1,1,0,0,1,1,0,-0.06021069410507984,1,0,3
15578006,85,787,0.0,116537.96,10,2,France,Female,1,1,0,0,1,1,0,-0.06002947129734815,1,0,3
15571816,70,850,0.0,705.18,5,1,Spain,Female,1,1,0,0,0,1,0,-0.058827019795125945,1,0,3
15633194,41,771,108309.0,137510.41,10,4,France,Female,1,1,1,0,1,1,1,-0.058451672870480476,2,1,2
15671769,71,624,170252.05,73679.59,4,3,France,Female,1,1,1,0,1,1,1,-0.058358005454680395,2,1,3
15750778,60,653,120731.39,138160.11,2,4,France,Female,1,1,1,0,1,1,1,-0.058273308343293584,2,1,3
15680611,67,663,0.0,72318.77,9,3,France,Male,1,1,0,0,0,1,0,-0.05815787693426866,1,0,3
15628600,31,807,141069.18,194257.11,1,3,Germany,Female,1,1,0,0,0,1,0,-0.056768072513872725,1,0,0
15639357,46,415,134950.19,178587.36,9,3,France,Male,0,0,1,0,0,1,0,-0.05667960849945508,1,0,2
15666548,56,466,111920.13,197634.11,2,3,Germany,Female,0,1,1,0,0,1,0,-0.05581848206508744,1,0,3
15597914,51,641,117306.69,26912.72,2,4,Germany,Female,1,1,1,0,1,1,0,-0.05510014783620687,1,0,3
15640846,58,546,106458.31,128881.87,3,4,Germany,Female,0,1,1,0,1,1,1,-0.054742000037017124,2,1,3
15665283,57,610,72092.95,113228.82,7,4,France,Female,1,0,1,0,1,1,1,-0.0532707214037178,2,1,3
15603851,32,704,127785.17,184464.7,7,4,France,Male,0,0,1,0,1,1,1,-0.053170315501850585,2,1,2
15787189,60,824,134250.17,153046.16,8,3,Germany,Male,0,0,1,0,0,1,1,-0.052815972021771684,2,1,3
15747174,58,526,190298.89,191263.76,9,2,Germany,Male,1,1,0,0,0,1,0,-0.0515971121882407,1,0,3
15609824,41,794,176845.41,166526.26,7,3,France,Female,0,1,1,0,0,1,0,-0.05111595664078339,1,0,2
15603111,71,850,69608.14,97893.4,10,1,Spain,Male,0,1,1,0,1,1,0,-0.05098411371136835,1,0,3
15801559,41,693,181461.48,187929.43,9,3,Germany,Female,1,1,1,0,0,1,0,-0.050859487666149006,1,0,2
15713440,21,519,151701.45,170138.68,1,3,Germany,Female,1,1,1,0,0,1,0,-0.05075672444497781,1,0,1
15612478,51,525,0.0,171045.35,10,3,France,Male,0,1,1,0,0,1,0,-0.05059462045085694,1,0,2
15570002,55,625,118772.71,135853.62,8,4,Germany,Female,0,0,1,0,1,1,1,-0.050452756701200197,2,1,3
15692416,52,358,143542.36,141959.11,8,3,Spain,Female,0,1,1,0,1,1,1,-0.050326819316600324,2,1,3
15759067,37,537,158411.95,117690.58,7,4,Germany,Female,1,1,1,0,1,1,0,-0.05022947248947962,1,0,2
15803538,56,695,0.0,187734.49,1,3,Spain,Male,0,1,1,0,0,1,1,-0.049858988294078865,2,1,3
15788068,45,743,144677.19,22512.44,10,3,Germany,Male,0,1,1,0,0,1,0,-0.04899143241169035,1,0,2
15664270,45,692,142084.04,188305.85,6,4,Germany,Male,0,1,1,0,1,1,0,-0.04759253511717443,1,0,2
15752294,38,582,135979.01,76582.95,9,4,France,Female,1,1,1,0,1,1,0,-0.04748166117712205,1,0,2
15793726,79,681,0.0,170968.99,0,2,France,Female,1,0,0,0,1,1,0,-0.04701991952580886,1,0,3
15625824,30,596,121345.88,41921.75,6,4,Spain,Male,0,1,1,0,1,1,1,-0.04697117582200616,2,1,1
15668283,48,642,118317.27,78702.98,9,4,France,Male,0,0,1,0,1,1,1,-0.04636240925792756,2,1,2
15719508,49,575,121205.15,168080.53,7,4,Germany,Male,1,1,1,0,1,1,0,-0.04632497416343784,1,0,2
15724076,57,815,0.0,38941.44,5,3,Spain,Female,0,0,1,0,0,1,1,-0.04605017089907115,2,1,3
15603246,73,498,170241.7,165407.96,2,2,France,Male,1,1,0,0,1,1,0,-0.04572106466622661,1,0,3
15588859,44,496,179356.28,2919.21,0,2,Spain,Female,0,1,1,0,0,1,0,-0.04568668207879245,1,0,0
15653037,77,609,0.0,18708.76,1,1,France,Male,1,0,0,0,1,1,0,-0.045080897428291355,1,0,3
15775761,69,610,86038.21,192743.06,5,3,Germany,Female,0,0,1,0,0,1,1,-0.044991618232092856,2,1,3
15601594,51,698,144237.91,157143.61,6,4,France,Female,0,1,1,0,1,1,0,-0.04463456336822824,1,0,3
15766355,49,550,108806.96,61446.92,0,3,Germany,Male,0,1,1,0,0,1,0,-0.044152959521520985,1,0,0
15749519,38,822,128289.7,9149.96,6,3,France,Male,0,1,1,0,0,1,0,-0.04379770425779894,1,0,2
15590201,50,500,0.0,83866.35,5,4,Spain,Female,1,1,1,0,1,1,1,-0.0436871825996481,2,1,0
15579826,66,439,0.0,65535.56,9,1,France,Female,0,1,0,0,0,1,0,-0.043121021432046436,1,0,3
15628999,79,732,61811.23,104222.8,10,1,France,Male,1,1,0,0,1,1,0,-0.042685033093849634,1,0,3
15587647,66,850,127120.62,118929.64,0,1,Germany,Female,1,0,1,0,0,1,0,-0.04253104836876076,1,0,3
15724161,40,644,137285.26,77063.63,9,4,France,Female,0,1,1,0,1,1,0,-0.04241244028639046,1,0,2
15593976,31,578,102088.68,187866.21,5,4,Germany,Female,0,0,1,0,1,1,1,-0.042213858177984176,2,1,0
15701439,50,698,0.0,88566.9,1,4,Spain,Female,0,1,1,0,1,1,0,-0.042183674496265255,1,0,0
15750765,71,650,0.0,175380.77,0,1,Spain,Male,1,1,0,0,1,1,0,-0.042124938899784636,1,0,3
15746333,57,562,0.0,6554.97,3,3,France,Female,0,1,1,0,0,1,0,-0.042110563619505714,1,0,3
15805704,32,745,0.0,179705.13,2,4,France,Female,1,0,1,0,1,1,1,-0.041795163331219354,2,1,0
15580560,73,769,0.0,29792.11,1,1,France,Female,1,1,0,0,1,1,0,-0.041743056629259145,1,0,3
15783615,50,630,129370.91,47775.34,3,4,Germany,Male,1,1,1,0,1,1,0,-0.04173033194842757,1,0,0
15744582,24,680,0.0,154971.63,10,3,France,Female,0,1,1,0,0,1,0,-0.041656898561320155,1,0,1
15757759,28,807,165969.26,156122.13,7,3,Spain,Female,0,1,1,0,0,1,0,-0.04096238345214542,1,0,1
15731569,81,850,0.0,44827.47,5,2,France,Male,1,1,0,0,1,1,0,-0.040902246558479294,1,0,3
15576094,71,743,0.0,29837.65,0,2,France,Male,1,0,0,0,1,1,0,-0.04072338752289606,1,0,3
15733247,33,850,0.0,4861.72,10,1,France,Male,0,1,1,0,0,1,0,-0.040362170457010405,1,0,2
15732438,43,561,0.0,18522.91,4,4,France,Male,0,0,1,0,1,1,0,-0.039697756210384405,1,0,0
15810898,65,803,151659.52,6930.17,2,2,France,Female,1,0,0,0,0,1,0,-0.03960709448166477,1,0,3
15734762,56,602,115895.22,4176.17,3,3,France,Female,0,1,1,0,0,1,0,-0.03943112738216481,1,0,3
15732270,71,727,0.0,198446.91,8,1,Spain,Male,1,1,1,0,1,1,0,-0.039092595120629015,1,0,3
15694376,64,705,153469.26,146573.66,3,3,Germany,Female,0,0,1,0,0,1,0,-0.038930822762985984,1,0,3
15574842,25,653,158266.42,199357.24,2,3,Germany,Female,1,1,0,0,0,1,0,-0.03883408172936387,1,0,1
15808044,65,580,106804.26,107890.69,9,3,France,Female,0,1,1,0,0,1,1,-0.03872184255690081,2,1,3
15763097,80,809,0.0,34164.05,8,2,Spain,Male,1,0,0,0,1,1,0,-0.03867866060143976,1,0,3
15806808,57,834,112281.6,140225.14,8,3,Germany,Female,0,1,1,0,0,1,0,-0.03867775765505821,1,0,3
15663650,52,698,107304.39,28806.32,10,3,Germany,Male,0,1,1,0,0,1,0,-0.03854952392621147,1,0,3
15648681,47,747,139914.6,129964.56,5,4,France,Female,1,0,1,0,1,1,1,-0.03850582122850488,2,1,2
15602735,45,692,152296.83,108040.86,6,4,Germany,Male,1,0,1,0,1,1,0,-0.03822645766550736,1,0,2
15678916,75,512,0.0,123304.62,2,1,France,Female,0,1,0,0,1,1,0,-0.03820753154733769,1,0,3
15771668,59,578,185966.64,9445.42,10,1,France,Male,0,0,1,0,0,1,0,-0.038103152922458916,1,0,3
15655123,45,505,131355.3,195395.33,9,3,Spain,Female,0,1,1,0,0,1,0,-0.038060772117010866,1,0,2
15723318,55,619,0.0,60810.64,0,3,France,Female,0,0,1,0,0,1,0,-0.037888827473001485,1,0,3
15794479,77,767,149083.7,190146.83,8,1,Spain,Male,1,1,0,0,1,1,0,-0.03750708168099226,1,0,3
15579345,74,775,161371.5,134869.93,0,1,Germany,Female,1,1,0,0,1,1,0,-0.03731658585528319,1,0,3
15791700,47,773,118079.47,143007.49,2,4,Germany,Male,1,1,1,0,1,1,0,-0.03695148670330184,1,0,0
15606641,56,762,100260.88,77142.42,10,3,Germany,Male,1,1,1,0,0,1,0,-0.03694527707042172,1,0,3
15780124,74,841,108131.53,60830.38,9,1,France,Male,1,0,0,0,1,1,0,-0.0369030868305964,1,0,3
15764431,34,671,130929.02,28238.25,5,4,Spain,Female,1,1,1,0,1,1,0,-0.03686524294634208,1,0,2
15592925,42,711,177626.77,16392.72,3,3,Spain,Male,1,0,1,0,0,1,0,-0.036618543777301116,1,0,0
15625761,41,632,127205.32,93874.87,8,4,Germany,Male,0,1,1,0,1,1,0,-0.03656238232152709,1,0,2
15714466,41,846,0.0,3440.47,5,3,France,Female,0,1,1,0,0,1,0,-0.03650743510651211,1,0,2
15749401,60,686,0.0,75246.21,9,3,France,Male,1,1,1,0,0,1,0,-0.03633837578979349,1,0,3
15653050,76,719,95052.29,176244.87,10,1,Germany,Female,0,1,0,0,1,1,1,-0.03629512727311379,2,1,3
15735080,64,508,0.0,6076.62,2,1,France,Female,1,1,0,0,0,1,0,-0.0360504961290119,1,0,3
15730579,68,850,169445.4,186335.07,5,1,France,Male,1,1,0,0,0,1,0,-0.03596047009516112,1,0,3
15799534,71,720,183135.39,197688.5,5,2,France,Male,1,1,0,0,1,1,0,-0.03573049056178623,1,0,3
15785576,71,434,119496.87,125848.88,9,1,Germany,Male,0,1,0,0,1,1,1,-0.03495789498892454,2,1,3
15587233,41,457,73700.12,185750.02,8,3,France,Male,1,1,1,0,0,1,0,-0.034318731890841225,1,0,2
15771087,71,757,88084.13,154337.47,0,2,France,Female,1,1,0,0,1,1,0,-0.03415098872293798,1,0,3
15696989,52,469,139493.25,150093.32,8,3,Germany,Female,0,0,1,0,0,1,1,-0.034135724324278804,2,1,3
15668889,43,665,116322.27,35640.12,2,4,Germany,Female,0,1,1,0,1,1,0,-0.034069691655807643,1,0,0
15755178,50,660,0.0,191849.15,1,3,France,Male,1,1,1,0,0,1,0,-0.033943116966239306,1,0,0
15724307,76,780,121313.88,64872.33,10,1,France,Male,1,0,0,0,1,1,0,-0.03328692793910659,1,0,3
15815271,43,755,165048.5,16929.41,6,3,Germany,Male,0,1,1,0,0,1,0,-0.033178445746773866,1,0,2
15775306,28,421,122384.22,89017.38,8,3,Germany,Male,1,1,1,0,0,1,1,-0.03307919927553571,2,1,1
15779947,28,363,146098.43,100615.14,6,3,Spain,Female,0,1,1,0,0,1,1,-0.03306978836767427,2,1,1
15794142,62,564,114931.35,18260.98,5,3,Germany,Female,1,0,1,0,0,1,1,-0.03295469797171957,2,1,3
15732299,67,756,0.0,93081.87,4,3,France,Male,1,1,0,0,0,1,0,-0.03280263487775892,1,0,3
15634974,37,614,75150.34,131766.67,8,4,France,Female,1,0,1,0,1,1,0,-0.03263457942461723,1,0,2
15803685,77,673,76510.52,59595.66,10,2,Germany,Female,1,0,0,0,1,1,1,-0.032412720610434986,2,1,3
15626040,63,793,0.0,27166.75,0,2,Spain,Male,1,0,0,0,0,1,0,-0.032217293261262325,1,0,3
15698335,73,504,0.0,34595.58,8,1,France,Female,1,1,0,0,1,1,0,-0.03211593202063234,1,0,3
15684512,72,818,135290.42,63729.72,8,2,Germany,Female,1,1,0,0,1,1,0,-0.03206479146141328,1,0,3
15592583,47,731,115414.19,191734.67,1,3,France,Female,0,0,1,0,0,1,0,-0.03188017253133035,1,0,0
15712813,43,520,150805.17,25333.03,3,3,Germany,Male,1,0,1,0,0,1,0,-0.031639455233810954,1,0,0
15621550,50,535,140292.58,69531.22,1,3,Spain,Female,0,0,1,0,0,1,0,-0.03157273525264792,1,0,0
15700801,42,850,84445.68,60021.34,6,3,Germany,Male,1,0,1,0,0,1,0,-0.03146480228078963,1,0,2
15754053,67,718,0.0,82782.08,7,3,France,Female,1,1,0,0,0,1,0,-0.03145745850252768,1,0,3
15690231,62,612,167026.61,192892.05,0,2,Spain,Female,1,1,0,0,0,1,0,-0.031330942444368515,1,0,3
15759566,74,617,0.0,53949.98,10,2,France,Male,1,1,0,0,1,1,0,-0.03118101907789017,1,0,3
15635500,75,605,61319.63,186655.11,2,1,Germany,Male,1,0,0,0,1,1,0,-0.031101630303884353,1,0,3
15733014,62,813,64667.95,140454.14,10,2,France,Female,1,0,0,0,0,1,0,-0.03096335788063309,1,0,3
15584156,27,593,0.0,94620.0,10,3,Spain,Male,0,0,1,0,0,1,0,-0.03078395998906336,1,0,1
15809320,52,845,0.0,31726.76,0,1,Spain,Female,0,1,1,0,0,1,0,-0.030679156778907646,1,0,3
15805254,75,652,0.0,114675.75,10,2,Spain,Female,1,1,0,0,1,1,0,-0.030482190044114454,1,0,3
15567339,73,735,0.0,114283.33,9,1,France,Male,1,1,0,0,1,1,0,-0.030361782491458267,1,0,3
15583850,68,672,126061.51,184936.77,0,2,Germany,Male,1,1,0,0,0,1,0,-0.030016842620371964,1,0,3
15689781,49,826,0.0,178709.98,0,1,France,Female,0,0,1,0,0,1,0,-0.029944320473887287,1,0,0
15740223,51,479,107714.74,86128.21,1,3,Germany,Male,0,1,1,0,0,1,0,-0.029524699966007706,1,0,0
15757408,38,655,250898.09,81054.0,3,3,Spain,Male,1,0,1,0,0,1,0,-0.029523588892752195,1,0,0
15610686,63,850,169832.57,184107.26,8,1,France,Male,0,0,1,0,0,1,0,-0.029477106297602806,1,0,3
15794413,32,416,0.0,878.87,0,2,France,Male,1,0,0,0,0,1,0,-0.029154620229980388,1,0,0
15685243,63,736,0.0,502.7,10,2,France,Female,1,0,0,0,0,1,0,-0.02913186989518257,1,0,3
15787255,55,650,140891.46,179834.45,2,3,Germany,Female,1,1,1,0,0,1,0,-0.0289341106703066,1,0,3
15598695,68,834,130169.27,93112.2,9,2,Germany,Female,1,0,0,0,0,1,1,-0.028872475850301726,2,1,3
15722322,78,655,0.0,188435.38,2,2,Spain,Female,1,0,0,0,1,1,0,-0.028811977242058417,1,0,3
15594391,68,770,183555.24,159557.28,2,1,France,Female,0,0,1,0,0,1,1,-0.02870917147829377,2,1,3
15660301,70,491,148745.92,17818.33,6,2,Germany,Male,1,1,0,0,0,1,0,-0.028681710958338935,1,0,3
15657809,55,585,106415.57,122960.98,10,3,France,Male,1,1,1,0,0,1,0,-0.02860501884504607,1,0,3
15803202,51,350,0.0,125823.79,10,1,France,Male,1,1,1,0,1,1,1,-0.028538464834878097,2,1,3
15623944,66,511,0.0,1643.11,4,1,Spain,Female,0,1,1,0,0,1,0,-0.028384228811885626,1,0,3
15717225,21,544,161525.96,9262.77,10,2,France,Female,0,1,0,0,0,1,0,-0.028197937832823317,1,0,1
15639665,61,846,0.0,96202.44,0,2,Spain,Male,1,1,0,0,0,1,0,-0.02803237244443424,1,0,3
15775318,51,590,154962.99,191932.27,3,3,Spain,Female,1,0,1,0,0,1,0,-0.027714719762830353,1,0,3
15810864,82,700,0.0,182055.36,2,2,France,Female,1,0,0,0,1,1,0,-0.027664269439473532,1,0,3
15666711,46,586,0.0,131553.82,0,3,France,Female,1,0,1,0,0,1,0,-0.02739747073750798,1,0,0
15733602,72,814,0.0,130853.03,2,2,Spain,Female,1,0,0,0,1,1,0,-0.02733273881730991,1,0,3
15728542,71,850,0.0,107236.87,4,2,France,Female,1,1,0,0,1,1,0,-0.02731331138266213,1,0,3
15712409,66,749,182532.23,195429.92,6,2,Germany,Male,1,1,0,0,0,1,0,-0.027245868554384156,1,0,3
15592994,65,651,0.0,190454.04,0,2,France,Female,1,1,0,0,0,1,0,-0.026813059155338714,1,0,3
15616859,43,602,113641.49,115116.35,2,4,Germany,Female,0,1,1,0,1,1,0,-0.026783286239001836,1,0,0
15674156,69,810,27288.43,110509.9,3,1,Germany,Male,1,1,0,0,0,1,0,-0.025797612503591916,1,0,3
15656822,43,568,87612.64,107155.4,5,4,Germany,Male,1,1,1,0,1,1,0,-0.025786736914793384,1,0,0
15588944,63,456,165350.61,140758.07,1,2,France,Female,0,0,1,0,0,1,1,-0.025766453109553944,2,1,3
15623210,55,484,149349.58,137519.92,8,3,Germany,Female,0,0,1,0,0,1,1,-0.025670934261599276,2,1,3
15589017,55,547,111362.76,16922.28,4,3,Germany,Male,0,1,1,0,0,1,0,-0.025644431476646412,1,0,3
15792650,36,382,0.0,179540.73,0,1,Spain,Male,1,1,1,0,0,1,0,-0.025308708296106763,1,0,0
15796115,40,689,78119.59,119259.34,4,4,Germany,Female,0,1,1,0,1,1,0,-0.025287529592926794,1,0,0
15730044,42,809,64497.94,182436.81,6,3,Germany,Female,1,0,1,0,0,1,0,-0.025047582491334652,1,0,2
15778489,71,780,142550.25,122506.78,9,2,Germany,Male,1,1,0,0,1,1,0,-0.02503015979757106,1,0,3
15634551,46,727,115248.11,130752.01,3,4,Germany,Male,0,1,1,0,1,1,0,-0.02465692057716007,1,0,0
15589449,56,815,0.0,94248.16,3,3,France,Female,1,1,1,0,0,1,0,-0.024491481139872318,1,0,3
15671256,35,850,211774.31,188574.12,1,1,France,Female,0,1,1,0,0,1,0,-0.024138604825239662,1,0,0
15674671,76,551,128410.71,181718.73,2,2,Spain,Male,1,1,0,0,1,1,0,-0.024063000027157888,1,0,3
15685654,66,514,0.0,14234.31,9,2,Spain,Male,1,1,0,0,0,1,0,-0.023826193860430833,1,0,3
15720910,66,560,0.0,15928.49,9,1,France,Female,1,1,0,0,0,1,0,-0.023816355587171878,1,0,3
15810978,70,788,0.0,41610.62,1,2,Spain,Female,1,1,0,0,0,1,0,-0.023667670067752056,1,0,3
15568032,31,757,127320.36,163170.32,1,3,Germany,Male,0,1,0,0,0,1,0,-0.023321812426636224,1,0,0
15601410,46,744,0.0,177431.59,1,3,Spain,Female,1,1,1,0,0,1,0,-0.02316600973686256,1,0,0
15676715,68,640,0.0,199493.38,9,2,France,Male,1,1,0,0,0,1,0,-0.023085996252591667,1,0,3
15582762,77,667,0.0,34702.92,2,1,Spain,Male,1,1,0,0,1,1,0,-0.022883706616468102,1,0,3
15798024,84,537,92242.34,186235.98,8,1,Germany,Male,1,1,0,0,1,1,0,-0.022791114513468935,1,0,3
15702571,35,778,151958.19,131238.37,1,3,Germany,Female,1,1,1,0,0,1,0,-0.022643391686471337,1,0,0
15685372,54,350,152677.48,191973.49,1,1,Spain,Male,1,1,1,0,1,1,1,-0.022603495552324437,2,1,3
15708236,72,491,91285.22,7032.95,6,1,France,Female,1,1,0,0,1,1,0,-0.022557408637828735,1,0,3
15615207,47,792,0.0,5557.88,0,1,Spain,Male,1,1,1,0,0,1,0,-0.022536157791259503,1,0,0
15570769,69,494,93320.8,24489.44,9,1,France,Male,1,1,0,0,0,1,0,-0.0225007270451818,1,0,3
15743293,35,651,163700.78,29583.48,1,3,Germany,Female,1,1,1,0,0,1,0,-0.022396275963212697,1,0,0
15606435,69,593,187013.13,105898.69,2,2,Germany,Male,1,0,0,0,0,1,0,-0.02230373699517285,1,0,3
15772482,28,829,132405.52,104889.2,3,3,Germany,Male,0,1,1,0,0,1,0,-0.0221250440255768,1,0,1
15763111,67,808,124577.15,169894.4,10,1,Spain,Female,1,0,0,0,0,1,0,-0.021978117749207104,1,0,3
15632575,70,559,0.0,122996.76,9,1,France,Female,1,1,0,0,0,1,0,-0.02169033567577827,1,0,3
15797960,59,806,135296.33,182822.5,0,1,Germany,Female,0,1,0,0,0,1,0,-0.02152787128145439,1,0,3
15809837,66,430,135392.31,172852.06,6,2,Germany,Female,1,1,1,0,0,1,0,-0.021450131937633676,1,0,3
15711028,52,534,0.0,104035.41,1,3,France,Male,1,1,1,0,0,1,0,-0.021448838491147648,1,0,3
15691785,61,850,0.0,53067.83,1,1,France,Male,0,1,1,0,0,1,0,-0.02138937417297271,1,0,3
15655360,72,782,148666.99,2605.65,5,1,Germany,Female,0,1,1,0,1,1,0,-0.021042461458502526,1,0,3
15727317,49,533,102286.6,69409.37,1,3,Germany,Female,0,1,1,0,0,1,0,-0.02095038946758565,1,0,0
15651674,54,438,0.0,191763.07,2,1,Spain,Female,0,0,1,0,0,1,0,-0.02094498551223689,1,0,3
15679884,48,544,78314.63,103713.93,10,3,France,Male,1,1,1,0,0,1,0,-0.02089674988406709,1,0,2
15568006,45,634,0.0,101039.53,2,4,France,Female,0,1,1,0,1,1,0,-0.02083138200302781,1,0,0
15808851,75,511,105609.17,105425.18,9,1,Germany,Female,1,0,0,0,1,1,1,-0.020795080253328102,2,1,3
15580148,40,750,168286.81,20451.99,5,3,Germany,Male,0,1,1,0,0,1,0,-0.020781543262605173,1,0,2
15803479,67,708,0.0,3837.08,1,2,France,Female,1,0,0,0,0,1,0,-0.020740816688541552,1,0,3
15782247,22,540,0.0,186233.26,4,3,France,Male,1,1,1,0,0,1,0,-0.02071090068930892,1,0,1
15782569,72,687,0.0,69829.4,9,1,France,Female,1,0,0,0,1,1,0,-0.02070484308100984,1,0,3
15761141,71,604,0.0,129984.2,10,2,Spain,Female,1,1,0,0,1,1,0,-0.02054046300568302,1,0,3
15812534,40,455,0.0,129975.34,1,3,France,Male,1,0,0,0,0,1,0,-0.020514825624577293,1,0,0
15791780,48,706,104478.12,158248.71,10,3,Germany,Female,1,0,1,0,0,1,0,-0.020505155287907417,1,0,2
15656300,29,411,59697.17,53483.21,0,2,France,Male,1,1,0,0,0,1,0,-0.020462674560446148,1,0,1
15673877,39,490,0.0,171060.01,1,3,France,Male,0,1,1,0,0,1,0,-0.020440981802705926,1,0,0
15790299,37,592,0.0,10656.89,9,3,Spain,Male,1,1,0,0,0,1,0,-0.020290320464899647,1,0,2
15629744,71,804,0.0,147995.96,8,2,France,Female,1,0,0,0,1,1,0,-0.020283614038951625,1,0,3
15592773,51,630,108449.23,88372.69,0,3,Germany,Female,0,0,1,0,0,1,0,-0.020218269830368563,1,0,0
15813022,70,531,0.0,99503.19,1,2,Spain,Male,0,0,0,0,0,1,0,-0.020168038470092187,1,0,3
15664555,40,587,0.0,106174.7,2,4,France,Male,1,0,1,0,1,1,1,-0.020016536298099408,2,1,0
15605826,46,652,121063.8,151481.86,10,3,Germany,Male,0,1,1,0,0,1,0,-0.019918653406487907,1,0,2
15605000,38,550,140278.99,171457.06,9,3,France,Male,1,1,1,0,0,1,0,-0.019771939282845374,1,0,2
